Ballon,Beach Soccer,"équipe, social, intense, fun, endurance",,
Ballon,Foot Freestyle,"fun, spectaculaire, original",,
Ballon,Football Australien,"équipe, social, intense, original",1,OZ_football.png
Ballon,Rugby,"équipe, social, intense, force, endurance",,
Ballon,Football Américain,"équipe, social, intense, force",,
Ballon,Tag Rugby,"équipe, social, intense, team-building, familial",,
Ballon,Beach Rugby,"équipe, social, intense, team-building, familial",,
Ballon,Dodgeball,"équipe, social, précision, team-building, fun",1,dodgeball.png
Ballon,Kin-ball,"équipe, social, team-building, familial, original",,
Ballon,Waterpolo,"équipe, social, intense, team-building, cardio, aquatique, endurance",,
Ballon,Handball,"équipe, social, intense",,
Balle & Batte,Baseball,"équipe, social, précision, force",,
Balle & Batte,Softball,"équipe, social, précision",,
Balle & Batte,Cricket,"équipe, social, précision",,
Board,Skateboard,"Individuel, glisse, adresse & technique",1,skate.png
Board,Trottinette (Freestyle),"Individuel, social",,
Board,Caster Board,"Individuel, original",,
Board,Longboard,"Individuel, glisse, vitesse",1,skate.png
Board,Snowboard,"Individuel, fun, glisse, vitesse, sensation, spectaculaire, intense",,
Board,Sandboard,"Individuel, fun, glisse, vitesse, sensation, spectaculaire, intense, original",,
Board,Surf,"Individuel, glisse, adresse & technique, aquatique",,
Board,Paddle,"individuel, nature, aquatique",,
Board,Wakeboard,"individuel,  aquatique, vitesse, glisse, original",1,wakeboarding.png
Board,Bodyboard,"Individuel, glisse, adresse & technique, aquatique",,
Board,Planche à voile,"Individuel, glisse, adresse & technique, aquatique, vitesse",,
Grimpe,Escalade Outdoors,"Individuel, fun, intense, nature, altitude, original",1,rock_climbing.png
Grimpe,Bouldering / Bloc,"Individuel, intense, adresse & technique",1,rock_climbing.png
Grimpe,Escalade sportive / Mur,"Individuel, intense, adresse & technique",1,rock_climbing.png
Grimpe,Canyoning,"adresse & technique, cher, nature, spectaculaire, original",,
Grimpe,Randonnée,nature,1,walking.png
Grimpe,Grimper de corde,"team-building, intense, force, équipe",,
Cyclisme,BMX,"individuel, fun, intense, sensation",,
Cyclisme,Hardcourt Bike Polo,"social, équipe, adresse & technique, fun, original",,
Cyclisme,VTT,"individuel, fun, nature, intense",,
Cyclisme,Freestyle BMX,"individuel, fun, spectaculaire, adresse & technique",,
Cyclisme,Cyclisme sur route,"social, intense, nature, endurance",1,cycling.png
Cyclisme,Cyclisme sur piste,"individuel, vitesse, cardio, intense",,
Cyclisme,Monocycle,"individuel, adresse & technique, fun, original",,
Cyclisme,Hockey Monocycle,"équipe, adresse & technique, fun, original",,
Combat & Arts Martiaux,MMA,"intense, cardio, force, social",1,mma.png
Combat & Arts Martiaux,Aïkido,"social, adresse & technique",1,aikido.png
Combat & Arts Martiaux,Jiu-jitsu brésilien,"social, adresse & technique, intense",1,jujitsu.png
Combat & Arts Martiaux,Sambo,"extrême, intense, cardio, force, social",,
Combat & Arts Martiaux,Sumo,"force, adresse & technique",,
Combat & Arts Martiaux,Lutte gréco-romaine,"intense, force, social, endurance",,
Combat & Arts Martiaux,Lutte libre,"intense, force, social, endurance",,
Combat & Arts Martiaux,Kickboxing,"social, adresse & technique, intense",,
Combat & Arts Martiaux,Boxe Anglaise,"social, adresse & technique, intense, cardio",1,boxe.png
Combat & Arts Martiaux,Boxe française / Savate,"social, adresse & technique, intense, cardio",1,savate.png
Combat & Arts Martiaux,Capoeira,"social, adresse & technique, original",1,capoeira.png
Combat & Arts Martiaux,Karate,"social, adresse & technique",,
Combat & Arts Martiaux,Kenpo,"social, adresse & technique",,
Combat & Arts Martiaux,Muay Thai / Boxe Thaï,"social, adresse & technique, intense, extrême",,
Combat & Arts Martiaux,Taekwondo,"social, adresse & technique, intense",1,taekwondo.png
Combat & Arts Martiaux,Hapkido,"social, adresse & technique",,
Combat & Arts Martiaux,Jeet Kune Do,"social, adresse & technique, intense",,
Combat & Arts Martiaux,Krav Maga,"intense, force, social",1,krav_maga.png
Combat & Arts Martiaux,Ninjutsu,"intense, force, social, original",,
Combat & Arts Martiaux,Pencak Silat,"social, adresse & technique, intense",,
Combat & Arts Martiaux,T'ai chi ch'uan,"social, relaxation, original, adresse & technique, team-building",1,taichi.png
Combat & Arts Martiaux,Jodo,"social, adresse & technique, précision",,
Combat & Arts Martiaux,Kendo,"social, adresse & technique, précision, intense",,
Combat & Arts Martiaux,Kung Fu,"social, adresse & technique, intense",1,kung_fu.png
Combat & Arts Martiaux,Wushu,"social, adresse & technique, précision, intense",,
Combat & Arts Martiaux,Wing Chun,"social, adresse & technique, original",1,kung_fu.png
Escrime,Escrime,"individuel, adresse & technique, précision",,
Escrime,Épée,"individuel, adresse & technique, précision",,
Escrime,Sabre,"individuel, adresse & technique, précision",,
Escrime,Fleuret,"individuel, adresse & technique, précision",,
Escrime,Escrime,"individuel, adresse & technique, précision",,
Tir & Précision,Laser Tag,"fun, team-building, équipe, sensation, stratégie, familial, original",1,paintball.png
Tir & Précision,Paintball,"fun, team-building, équipe, sensation, stratégie, familial",1,paintball.png
Tir & Précision,Fléchettes,"fun, précision, familial",,
Tir & Précision,Tir sportif,"précision, adresse & technique, cher, individuel",,
Billard & Bowling,Billard français,"précision, social, team-building, adresse & technique, fun",1,billiard.png
Billard & Bowling,Billard américain,"précision, social, team-building, adresse & technique, fun",1,billiard.png
Billard & Bowling,Bowling,"précision, social, team-building, fun, familial",1,bowling.png
Billard & Bowling,Pétangue,"précision, social, team-building, fun, familial",,
Billard & Bowling,Snooker,"précision, social, team-building, adresse & technique, fun",,
Équestre & Hippique,Dressage équestre,"adresse & technique, cher, individuel, sensation",,
Équestre & Hippique,Équitation,"adresse & technique, cher, individuel, sensation, familial",1,polo.png
Équestre & Hippique,Course hippique,"adresse & technique, cher, individuel, sensation, vitesse",,
Équestre & Hippique,Saut d'obstacles équestre,"adresse & technique, cher, individuel, sensation",,
Équestre & Hippique,Concours complet hippique,"adresse & technique, cher, individuel, sensation",,
Équestre & Hippique,Polo,"adresse & technique, cher, équipe, original",,
Pêche,Pêche sportive,"adresse & technique, individuel, aquatique, nature",,
Pêche,Pêche loisir,"social, nature, relaxation / détente, familial",1,fishing.png
Pêche,Pêche à la mouche,"adresse & technique, individuel, aquatique, nature",,
Ultimate,Ultimate (frisbee),"équipe, social, team-building, cardio, fun, original",1,frisbee.png
Ultimate,Beach Ultimate,"équipe, social, team-building, cardio, fun, original, nature",,
Ultimate,Disc Golf,"individuel, social, team-buidling",,
Gymnastique,Gymnastique artistique,"individuel, adresse & technique, intense",,
Gymnastique,Gymnastique rythmique,"individuel, adresse & technique, intense",,
Gymnastique,Trampoline,"individuel, adresse & technique, intense",,
Gymnastique,Gymnastique acrobatique,"individuel, adresse & technique, intense, force",,
Gymnastique,Aérobic,"individuel, perte de poids, intense",1,walking.png
Gymnastique,Qi Gong,"social, relaxation, original, adresse & technique, team-building",1,taichi.png
Gymnastique,Tumbling,"individuel, adresse & technique, intense, force, spectaculaire, original",,
Gymnastique,Anneaux,"individuel, adresse & technique, intense, force",,
Gymnastique,Barres parallèles,"individuel, adresse & technique, intense, force",,
Gymnastique,Barre Fixe - Gymnastique,"individuel, adresse & technique, intense, force",,
Gymnastique,Cheval d'arçons,"individuel, adresse & technique, intense, force",,
Gymnastique,Poutre,"individuel, adresse & technique, intense, force",,
Cirque,Stage de Cirque,"familial, social, adresse & technique, fun, spectaculaire, original",1,
Cirque,Jonglage,"familial, social, adresse & technique, fun, spectaculaire, original",1,bowling.png
Cirque,Trapèze,"adresse & technique, intense, force, spectaculaire, original",,
Cirque,Stage,"familial, social, adresse & technique, fun, spectaculaire, original",,
Cirque,Funambule,"familial, social, adresse & technique, fun, original",1,walking.png
Cirque,Pyramide humaine,"équipe, social, adresse & technique, fun, original, force",,
Cirque,Magie / Prestidigitation,"familial, adresse & technique, spectaculaire, original",1,taichi.png
Cirque,Hula hoop,"familial, social, fun",,
Sur glace,Hockey sur glace,"équipe, adresse & technique, intense, social, cardio, vitesse",,
Sur glace,Curling,"équipe, social",,
Sur glace,Patinage artistique,"adresse & technique, glisse, spectaculaire",,
Sur glace,Patinage sur glace,"social, familial, adresse & technique, glisse, fun",1,roller.png
Kite & Voile,Parachute ascentionnel,"individuel, sensation, aquatique, spectaculaire, fun, nature",,
Kite & Voile,Kitesurfing,"individuel, sensation, aquatique, spectaculaire, intense, fun, nature",,
Kite & Voile,Snowkite,"individuel, sensation, spectaculaire, intense, glisse, fun, nature",,
Kite & Voile,Char à voile,"individuel, fun, nature, familial",,
Kite & Voile,Bateau à voile loisir,"social, équipe, team-building, nature, aquatique, familial",,
Kite & Voile,Régate,"social, équipe, team-building, nature, aquatique, intense, vitesse",,
Kite & Voile,Catamaran,"social, équipe, team-building, nature, aquatique, intense, vitesse",,
Kite & Voile,Planche à voile,"individuel, sensation, intense, aquatique, fun, nature",,
Kite & Voile,Cerf-volant,"fun, nature, relaxation /détente, familial",,
Multi-disciplines,Biathlon,"glisse, précision, intense, nature, individuel",,
Multi-disciplines,Decathlon,"cardio, intense, adresse & technique, force, endurance, individuel, vitesse",,
Multi-disciplines,Triathlon,"cardio, intense, force, endurance, individuel, vitesse, aquatique",1,running.png
Multi-disciplines,Heptathlon,"cardio, intense, adresse & technique, force, endurance, individuel, vitesse",,
Multi-disciplines,Iron Man,"cardio, intense, force, endurance, individuel, vitesse, extrême",,
Running & Marche,Endurance Running,"endurance, cardio, perte de poids, social, intense, team-building",1,running.png
Running & Marche,Cross-country running,"endurance, cardio, perte de poids, social, intense",,
Running & Marche,Semi-marathon,"endurance, cardio, perte de poids, social, intense",1,running.png
Running & Marche,Marathon,"endurance, cardio, perte de poids, social, intense",1,running.png
Running & Marche,Sprint,"cardio, intense, vitesse",1,running.png
Running & Marche,Running fractionné,"cardio, intense, endurance",1,running.png
Running & Marche,Steeple,"endurance, cardio, perte de poids, intense",,
Running & Marche,Tower Running,"endurance, cardio, perte de poids, intense, team-building",,
Running & Marche,Marche athlétique,"endurance, perte de poids",,
Running & Marche,Marche loisir,"nature, social, relaxation /détente, familial",,
Sports d'hiver,Ski,"glisse, individuel, fun,  nature, vitesse, cher, familial, altitude, adresse & technique",,
Sports d'hiver,Ski acrobatique / freestyle,"glisse, individuel, fun,  nature, vitesse, cher, altitude, adresse & technique, spectaculaire",,
Sports d'hiver,Ski de fond,"glisse, individuel, cher, altitude, endurance, intense, perte de poids",,
Sports d'hiver,Combiné nordique,"glisse, individuel, cher, altitude, endurance, intense, vitesse, adresse & technique, original",,
Sports d'hiver,Saut à ski / Super G,"glisse, individuel, cher, altitude, vitesse, adresse & technique, original, spectaculaire, extrême",,
Sports d'hiver,Ski de randonnée,"glisse, nature, altitude, cher, social, familial",,
Sports d'hiver,Ski de vitesse,"glisse, individuel, vitesse, sensation, altitude, adresse & technique, nature, fun",,
Sports d'hiver,Snowboard,"glisse, individuel, fun,  nature, vitesse, cher, familial, altitude, adresse & technique",,
Sports d'hiver,Moto neige,"glisse, individuel, fun,  nature, vitesse, cher, familial, altitude, sensation",,
Sports d'hiver,Slalom,"glisse, individuel, fun,  nature, vitesse, cher, altitude, adresse & technique",,
Sports d'hiver,Bobsleigh,"glisse, équipe, vitesse, cher, sensation, adresse & technique",,
Sports d'hiver,Luge,"glisse, familial, nature, vitesse, altitude",,
Crosse & Club & Maillet,Hockey sur glace,"glisse, vitesse, cardio, intense, adresse & technique, équipe, social, endurance",,
Crosse & Club & Maillet,Hockey sur gazon,"cardio, intense, adresse & technique, équipe, social, endurance, original",,
Crosse & Club & Maillet,Rink Hockey,"glisse, vitesse, cardio, intense, adresse & technique, équipe, social, endurance",,
Crosse & Club & Maillet,Roller hockey,"glisse, vitesse, cardio, intense, adresse & technique, équipe, social, endurance",1,field_hockey.png
Crosse & Club & Maillet,Lacrosse indoor,"adresse & technique, équipe, social, endurance, original",,
Crosse & Club & Maillet,Lacrosse en champ,"adresse & technique, équipe, social, endurance, original",,
Crosse & Club & Maillet,Lacrosse féminine / Lax / Wlax,"adresse & technique, équipe, social, endurance, original",,
Crosse & Club & Maillet,Golf,"précision, individuel, adresse & technique, cher",1,golf.png
Crosse & Club & Maillet,Miniature Golf,"précision, individuel, adresse & technique, cher, social, familial",1,golf.png
Urbain,Rollers loisir,"glisse, fun, individuel, social, adresse & technique, familial",1,roller.png
Urbain,Roller Derby,"glisse, intense, force, social, équipe, adresse & technique, fun",1,roller.png
Urbain,Patins à roulette loisir,"glisse, fun, individuel, social, adresse & technique, familial",,
Urbain,Parkour,"spectaculaire, extrême, social, adresse & technique, sensation, original",,
Aquatique,Canoë-kayak,"aquatique, fun, endurance, adresse & technique, nature",,
Aquatique,Kayak de mer,"aquatique, adresse & technique, nature, familial",,
Aquatique,Rafting,"aquatique, nature, familial, intense, sensation, équipe, social, spectaculaire, team-building",,
Aquatique,Aviron,"aquatique, familial, intense, équipe, social, team-building, endurance, force, perte de poids",1,rafting.png
Natation & Plongée,Natation,"aquatique, endurance, cardio, individuel, intense, perte de poids",1,swimming.png
Natation & Plongée,Natation synchronisée,"aquatique, endurance, équipe, intense, adresse & technique, original",,
Natation & Plongée,Apnée,"aquatique, individuel, adresse & technique",1,swimming.png
Natation & Plongée,Apnée monopalme,"aquatique, nature, endurance, extrême, adresse & technique, spectaculaire, individuel, sensation",,
Natation & Plongée,Plongée sous-marine,"aquatique, nature, adresse & technique, spectaculaire, social, fun, cher",1,scuba_diving.png
Natation & Plongée,Pêche sous-marine,"aquatique, nature, précision",,
Natation & Plongée,Snorkeling / Palme Masque Tuba,"aquatique, nature, fun, familial, relaxation / détente",,
Natation & Plongée,Plongeon,"aquatique, fun, sensation, adresse & technique, vitesse",,
Natation & Plongée,Rock Diving,"aquatique, fun, sensation, adresse & technique, vitesse, extrême",,
Haltérophilie & Musculation,Musculation,"force, perte de poids, intense",1,fitness.png
Haltérophilie & Musculation,Bodybuilding,"force, intense",,
Haltérophilie & Musculation,Powerlifting,"force, intense",,
Remise en forme & Fitness,Aquabike,"aquatique, fun, intense, cardio, social, perte de poids, force, endurance",1,cycling.png
Remise en forme & Fitness,Aquagym,"aquatique, intense, social, perte de poids",1,
Remise en forme & Fitness,RPM - Biking,"intense, endurance, force, perte de poids, social, cardio, fun",1,cycling.png
Remise en forme & Fitness,BodyAttack,"intense, endurance, force, perte de poids, social, cardio, fun",1,capoeira.png
Remise en forme & Fitness,BodyCombat,"intense, endurance, force, perte de poids, social, cardio, fun",1,boxe.png
Remise en forme & Fitness,BodyPump,"intense, endurance, force, perte de poids, social, fun",1,fitness.png
Remise en forme & Fitness,Crosstraining / Cross Fit,"intense, endurance, force, perte de poids, social, cardio, fun",1,fitness.png
Remise en forme & Fitness,Cuisses Abdos Fessiers,"intense, endurance, force, perte de poids, social, fun",1,pilates.png
Remise en forme & Fitness,Danse Fitness,"intense, endurance, perte de poids, social, cardio, fun",1,boxe.png
Remise en forme & Fitness,Gym Suédoise,"intense, endurance, perte de poids, social, fun",1,walking.png
Remise en forme & Fitness,Step,"intense, endurance, perte de poids, social, cardio, fun",1,
Remise en forme & Fitness,Zumba,"intense, endurance, perte de poids, social, cardio, fun",1,capoeira.png
Remise en forme & Fitness,Tug-Of-War / Tir à la corde,"intense, social, fun, team-building, force, équipe",1,tir_corde.png
Remise en forme & Fitness,Stretching,"relaxation / détente, social",1,yoga.png
Remise en forme & Fitness,Pilates,"relaxation / détente, social, endurance, fun, team-building",1,pilates.png
Remise en forme & Fitness,Yoga,"relaxation / détente, social, fun, romantique, team-building",1,yoga.png
Remise en forme & Fitness,Boxe Fitness,"intense, endurance, force, perte de poids, social, cardio, fun",1,boxe.png
Remise en forme & Fitness,Yoga Bikram,"relaxation / détente, intense, social, fun, romantique, team-building",1,yoga.png
Mécaniques,Drifting,"intense, spectaculaire, vitesse, sensation, individuel, fun, adresse & technique",,
Mécaniques,Formule automobile,"intense, vitesse, sensation, individuel, fun, adresse & technique",,
Mécaniques,Karting,"fun, vitesse, team-building, familial, social, sensation",1,
Mécaniques,Rally,"fun, vitesse, team-building, sensation, nature, endurance",,
Mécaniques,Rallycross,"fun, vitesse, team-building, sensation, nature, endurance, spectaculaire",,
Mécaniques,Pilotage voitures de luxe,"fun, vitesse, sensation, spectaculaire",1,
Mécaniques,Quad,"fun, vitesse, sensation, nature",,
Mécaniques,Jet ski,"fun, vitesse, sensation, nature, spectaculaire, romantique, familial, cher",,
Mécaniques,Powerboat,"fun, vitesse, sensation, spectaculaire, cher",,
Mécaniques,Freestyle Motocross,"vitesse, spectaculaire, extrême, adresse & technique, sensation, individuel",,
Mécaniques,Motocross,"vitesse, spectaculaire, adresse & technique, sensation, individuel",,
Mécaniques,MotoGP,"vitesse, spectaculaire, adresse & technique, sensation, individuel, cher",,
Mécaniques,Supercross,"vitesse, spectaculaire, adresse & technique, sensation, individuel, cher",,
Réflexion,Échecs,"social, familial, stratégie, team-building",1,
Réflexion,Poker,"social, familial, stratégie, team-building, fun",,
Réflexion,Dominos,"social, familial, stratégie, team-building",,
Réflexion,Jacquet,"social, familial, stratégie, team-building",,
Réflexion,Scrabble,"social, familial, stratégie, team-building",,
Video Games,Jeu Video FIFA,"social, fun, adresse & technique",1,foot.png
Video Games,Jeu Video NBA,"social, fun, adresse & technique",1,basketball.png
Video Games,Jeu Video NHL,"social, fun, adresse & technique",,
Video Games,Jeu Video UFC,"social, fun, adresse & technique",,
Athlétisme,Athlétisme,"individuel, adresse & technique, social",,
Athlétisme,Triple saut,"individuel, adresse & technique, vitesse, force",,
Athlétisme,Saut en longueur,"individuel, adresse & technique, vitesse, force",,
Athlétisme,Saut en hauteur,"individuel, adresse & technique, vitesse, force",,
Athlétisme,Saut à la perche,"individuel, adresse & technique, vitesse, force",,
Athlétisme,Lancer de disque,"individuel, adresse & technique, vitesse, force",,
Athlétisme,Lancer de poids,"individuel, adresse & technique, force",,
Athlétisme,Lancer de javelot,"individuel, adresse & technique, force",,
Athlétisme,Lancer de marteau,"individuel, adresse & technique, force",,
Danse,Danse classique,"social, romantique, adresse & technique",1,dancing.png
Danse,Salsa,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Tango,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Danse moderne,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Danse multi-styles,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Swing,"social, romantique, adresse & technique, fun",,
Danse,Ballet,"social, adresse & technique",,
Danse,Bachata,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Merengue,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Bebop,"social, romantique, adresse & technique, fun",,
Danse,Break Dance / Hip-hop,"social, romantique, adresse & technique, fun, intense, familial, original",1,break.png
Danse,Cha Cha Cha,"social, romantique, adresse & technique, fun",,
Danse,Claquettes,"social, adresse & technique, fun",,
Danse,Zouk,"social, romantique, fun",,
Danse,Disco,"social, romantique, fun",,
Danse,Flamenco,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Mambo,"social, romantique, adresse & technique, fun",,
Danse,Danse orientale,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Pole Dance,"romantique, adresse & technique, fun",,
Danse,Rock,"social, adresse & technique, fun",,
Danse,Rumba,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Samba,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Twist,"social, romantique, adresse & technique, fun",1,salsa.png
Danse,Valse,"social, romantique, adresse & technique, fun",1,salsa.png
